star Identifier,odr slope,odr slope error,intercept,intercept error,angle,angle error,pythag
GDR1_2162941716335179008,2.7694675422940174,0.4528225743789247,14.581054513473507,0.8543733615485829,70.14634804076886,2.979455384006414,1.2509319333369797
GDR1_2162942918926094208,1.2866195776407776,0.04988353476078655,16.401284804121524,0.10047527575531312,52.14455854237642,1.07491691112284,0.5007405267236624
GDR1_2162944911791083136,2.61198272609741,0.25882052548121726,13.230291539824144,0.44218550070189,69.050609279364,1.8764399297306809,0.4510080202008836
GDR1_2162945976943020416,2.525744357805197,0.18442873465082132,14.227204950729666,0.39514965000682967,68.40025353721488,1.4230812722180026,1.9116499731787173
GDR1_2162946080022052992,2.739626235794068,0.5245812085430968,13.356263272498616,0.7789115711388597,69.94724560668116,3.3515834828181252,1.0024648276186923
GDR1_2162946526698717056,2.2105707687551135,0.2712841161091609,14.966512454668308,0.5464740331023066,65.65934272327317,2.5920916955040765,0.9852746476123577
GDR1_2162946767216898432,1.2392959117828137,0.04936231238504041,16.908716287218827,0.1024434479637435,51.099600597552566,1.1156403304535305,0.5431082849176542
GDR1_2162947420052773760,-16.10818413953597,12.333059438058521,51.78320010252121,25.358154846142405,-86.44761860264387,1.9703803088459109,3.912199286276614
GDR1_2162947591850664960,4.295674967528168,0.6904096409953098,9.764548200093822,1.199600338059195,76.89538004539277,1.9729380385787987,0.7561680852271657
GDR1_2162947729289614848,1.3337391591444012,0.1564226067667065,17.806281652046902,0.3467494957803332,53.138471100211696,3.195902290684759,1.3119568705723215
GDR1_2162947798009095808,1.2162575917696872,0.09672371828094062,16.12306221264242,0.18958339970163518,50.57315399239894,2.2366435650740963,0.41542148641389043
GDR1_2162948107246789120,1.4957080460277963,0.09650852625808282,16.97178246205122,0.18639858624710648,56.23411722466743,1.7055950218174931,1.1593684781112037
GDR1_2162948141606527616,1.4987102273855835,0.06297678978070487,16.84919244931133,0.11836017705609514,56.287180893934845,1.1147408235689966,1.4645867274033404
GDR1_2162948691363126144,8.135297689549942,4.38086002338583,2.8065633081956127,9.357167367375686,82.9922896482778,3.205387474740948,2.8478545114059166
GDR1_2162949309837722880,1.1232760323141582,0.07287311074672109,17.514475936524896,0.16427224791108408,48.32282558534358,1.8450099353759453,0.8097845358241285
GDR1_2162949378557095680,2.530181970051916,0.177091109543148,14.22936149301222,0.328863120171337,68.43465634871873,1.3781731951297196,3.711969859090715
GDR1_2162949378557115136,2.0241006346414387,0.1258636789163441,14.069738269365708,0.2137775994744615,63.70848271436829,1.417248395168026,0.7024831471112225
GDR1_2162951027824541312,1.025455237599837,0.09664696931095307,18.45393408737928,0.21614303269767277,45.72003552946995,2.672944160747631,1.4693049321149496
GDR1_2162951474504020224,3.226586604957169,0.49248217889236234,11.781302285932156,0.8338098579169557,72.78048162128351,2.4212127640118584,1.00514715240499
GDR1_2162951749379088640,2.0899939925479343,0.14326040628686953,14.97504277248538,0.26537782372823226,64.43027105963644,1.525960204322203,1.0650234650611559
GDR1_2162952470933669632,2.0512922182747078,0.24214548651754053,14.90886712097796,0.4427094703374239,64.01087789549115,2.6911545839747433,1.5673127163454814
GDR1_2162952711451794176,1.2210245769761423,0.07795101629013934,16.725030033005424,0.2001297544058609,50.683061030645106,1.7869481030441696,0.7549967266192283
GDR1_2162955185352996096,4.036024033462029,1.3524485670136412,10.789111836537465,3.0337129204787177,76.08414568236594,4.111345878974592,3.911722739807487
GDR1_2162955803828359040,1.60486859376684,0.1506962844584422,17.529785739288272,0.25548162937312746,58.07280233295218,2.397522342112956,1.0131173237966917
GDR1_2162956903341232128,2.908924548736505,0.3104559266693445,13.2299085150922,0.6237812681098678,71.02858430592046,1.877651602442459,1.4401323131879178
GDR1_2162960820350057856,2.7019099117708905,0.667325889329609,14.604380127431526,1.4256617680034394,69.69005448832274,4.379761866085908,1.612429073578759
GDR1_2162961267026674432,1.4735032366886611,0.14230632266401821,15.627928412017258,0.33370989530302,55.8370359590282,2.584259644749896,0.8135207691199764
GDR1_2162961541904548992,0.8772323167415117,0.06615575744367358,15.081458331031147,0.13500115856812833,41.258285014500345,2.137581507935381,0.2918374219343913
